Symbol,Company Name,Industry,Market Cap
ABST,Absolute Software,Software - Application,425631776
ABT,Abbott Laboratories,Medical Devices,176558335624
ABUS,Arbutus Biopharma,Biotechnology,497467284
ABVC,ABVC BioPharma,Biotechnology,20953200
AC,Associated Capital Group,Capital Markets,818571872
ACA,Arcosa,Infrastructure Operations,3042321689
ACAB,Atlantic Coastal Acquisition Corp. II,Shell Companies,389250010
ACAC,Acri Capital Acquisition,Shell Companies,112992367
ACAD,ACADIA Pharmaceuticals,Biotechnology,3071013900
ACAH,Atlantic Coastal Acquisition,Shell Companies,122427032
ACAQ,Athena Consumer Acquisition,Shell Companies,343576989
ACAX,Alset Capital Acquisition,Shell Companies,115701400
ACB,Aurora Cannabis,Drug Manufacturers - Specialty & Generic,228461295
ACBA,Ace Global Business Acquisition,Shell Companies,65806980
ACCD,Accolade,Health Information Services,1004456515
ACCO,ACCO Brands,Business Equipment & Supplies,511604786
ACDC,ProFrac Holding,Oil & Gas Equipment & Services,741763188
ACEL,Accel Entertainment,Gambling,792972993
ACER,Acer Therapeutics,Biotechnology,20608578
ACET,Adicet Bio,Biotechnology,244843500
ACGL,Arch Capital Group,Insurance - Diversified,25558597200
ACGN,Aceragen,Biotechnology,7052560
ACHC,Acadia Healthcare Company,Medical Care Facilities,6624874230
ACHL,Achilles Therapeutics,Biotechnology,37513283
ACHR,Archer Aviation,Aerospace & Defense,682719095
ACHV,Achieve Life Sciences,Biotechnology,129098880
ACI,Albertsons Companies,Grocery Stores,11905204467
ACIU,AC Immune,Biotechnology,188982104
ACIW,ACI Worldwide,Software - Infrastructure,2868211360
ACLS,Axcelis Technologies,Semiconductor Equipment & Materials,4332001122
ACLX,Arcellx,Biotechnology,1405072548
ACM,AECOM,Engineering & Construction,11741275000
ACMR,ACM Research,Semiconductor Equipment & Materials,728377820
ACN,Accenture,Information Technology Services,180517116027
ACNB,ACNB Corporation,Banks - Regional,267114609
ACNT,Ascent Industries Co.,Steel,92840930
ACON,Aclarion,Health Information Services,4717698
ACOR,Acorda Therapeutics,Drug Manufacturers - Specialty & Generic,13743499
ACR,ACRES Commercial Realty,REIT - Mortgage,83727738
ACRE,Ares Commercial Real Estate,REIT - Mortgage,496921880
ACRO,Acropolis Infrastructure Acquisition,Shell Companies,436856250
ACRS,Aclaris Therapeutics,Diagnostics & Research,575560590
ACRV,Acrivon Therapeutics,Biotechnology,259759110
ACRX,AcelRx Pharmaceuticals,Drug Manufacturers - Specialty & Generic,5000027
ACST,Acasti Pharma,Biotechnology,20521888
ACT,Enact Holdings,Insurance - Specialty,3722275200
ACTG,Acacia Research,Specialty Business Services,231347945
ACU,Acme United,Household & Personal Products,81059704
ACVA,ACV Auctions,Auto & Truck Dealerships,2024687378
ACXP,Acurx Pharmaceuticals,Biotechnology,39910794
ADAG,Adagene,Biotechnology,58391010
ADAL,Anthemis Digital Acquisitions I,Shell Companies,315459354
ADAP,Adaptimmune Therapeutics,Biotechnology,175223292
ADBE,Adobe,Software - Infrastructure,174342696000
ADC,Agree Realty,REIT - Retail,6119166924
ADCT,ADC Therapeutics,Biotechnology,165317117
ADD,Color Star Technology Co.,Entertainment,17225460
ADEA,Adeia,Software - Application,919710200
ADER,26 Capital Acquisition,Shell Companies,355437500
ADES,Advanced Emissions Solutions,Pollution & Treatment Controls,52575432
ADEX,Adit EdTech Acquisition,Shell Companies,96671774
ADI,Analog Devices,Semiconductors,99288825270
ADIL,Adial Pharmaceuticals,Biotechnology,9604391
ADM,Archer-Daniels-Midland Company,Farm Products,43945106257
ADMA,ADMA Biologics,Biotechnology,737557920
ADMP,Adamis Pharmaceuticals,Drug Manufacturers - Specialty & Generic,18313131
ADN,Advent Technologies Holdings,Utilities - Renewable,56372293
ADNT,Adient,Auto Parts,3906020009
ADOC,Edoc Acquisition,Shell Companies,39400753
ADP,Automatic Data Processing,Staffing & Employment Services,89835657120
ADPT,Adaptive Biotechnologies,Biotechnology,1247507240
ADRT,Ault Disruptive Technologies,Shell Companies,150506250
ADSE,ADS-TEC Energy,Electrical Equipment & Parts,128852856
ADSK,Autodesk,Software - Application,44584656801
ADT,ADT Inc.,Security & Protection Services,6566041985
ADTH,AdTheorent Holding Company,Advertising Agencies,143702704
ADTN,ADTRAN Holdings,Communication Equipment,1219616442
ADTX,Aditxt,Biotechnology,3904728
ADUS,Addus HomeCare,Medical Care Facilities,1734383612
ADV,Advantage Solutions,Advertising Agencies,544426713
ADVM,Adverum Biotechnologies,Biotechnology,69092251
ADXN,Addex Therapeutics,Biotechnology,23938331
AE,Adams Resources & Energy,Oil & Gas Refining & Marketing,106506833
AEAE,AltEnergy Acquisition,Shell Companies,298137490
AEE,Ameren,Utilities - Regulated Electric,22614846689
AEG,Aegon,Insurance - Diversified,8690180031
AEHL,Antelope Enterprise Holdings,Building Products & Equipment,13452418
AEHR,Aehr Test Systems,Semiconductor Equipment & Materials,903568470
AEI,Alset EHome International,Real Estate - Development,14274187
AEIS,Advanced Energy Industries,Electrical Equipment & Parts,3605711427
AEL,American Equity Investment Life Holding Company,Insurance - Life,3087702168
AEM,Agnico Eagle Mines,Gold,24058792110
AEMD,Aethlon Medical,Medical Devices,8843181
AENZ,Aenza,Engineering & Construction,195506825
AEO,American Eagle Outfitters,Apparel Retail,2647828240
AEP,American Electric Power Company,Utilities - Regulated Electric,46759597027
AER,AerCap Holdings,Rental & Leasing Services,13399517440
AES,The AES Corporation,Utilities - Diversified,15936317848
AESI,Atlas Energy Solutions,Integrated Freight & Logistics,1750000000
AEVA,Aeva Technologies,Auto Parts,254932031
AEY,ADDvantage Technologies Group,Electronics & Computer Distribution,16082216
AEYE,AudioEye,Software - Application,84365548
AEZS,Aeterna Zentaris,Biotechnology,12139700
AFAR,Aura FAT Projects Acquisition,Shell Companies,149353308
AFBI,Affinity Bancshares,Banks - Regional,94104921
AFCG,AFC Gamma,REIT - Specialty,244641048
AFG,American Financial Group,Insurance - Property & Casualty,10418267739
AFIB,Acutus Medical,Medical Devices,22392928
AFL,Aflac,Insurance - Life,39553041349
AFMD,Affimed,Biotechnology,110436196
AFRI,Forafric Global,Farm Products,298317352
AFRM,Affirm Holdings,Software - Infrastructure,3319203674
AFTR,AfterNext HealthTech Acquisition,Shell Companies,319375000
AFYA,Afya Limited,Education & Training Services,960521745
AG,First Majestic Silver,Silver,1989980000
AGAC,African Gold Acquisition,Shell Companies,531472500
AGAE,Allied Gaming & Entertainment,Entertainment,46511745
AGBA,AGBA Acquisition,Shell Companies,93961125
AGCO,AGCO Corporation,Farm & Heavy Construction Machinery,9978495384
AGE,AgeX Therapeutics,Biotechnology,24747266
AGEN,Agenus,Biotechnology,522045397
AGFS,AgroFresh Solutions,Farm Products,161152800
AGFY,Agrify,Engineering & Construction,3451938
AGI,Alamos Gold,Gold,4954731500
AGIL,AgileThought,Software - Application,155602008
AGIO,Agios Pharmaceuticals,Biotechnology,1254974040
AGL,agilon health,Medical Care Facilities,10472566853
AGLE,Aeglea BioTherapeutics,Biotechnology,18637632
AGM,Federal Agricultural Mortgage,Credit Services,1399267502
AGM.A,Federal Agricultural Mortgage,Credit Services,1418932006
AGMH,AGM Group Holdings,Software - Application,54330752
AGNC,AGNC Investment,REIT - Mortgage,5739278600
AGO,Assured Guaranty,Insurance - Specialty,3011183931
AGR,Avangrid,Utilities - Regulated Electric,15074976318
AGRI,AgriFORCE Growing Systems,Farm Products,12634900
AGRO,Adecoagro,Farm Products,896387310
AGRX,Agile Therapeutics,Drug Manufacturers - Specialty & Generic,10252365
AGS,PlayAGS,Gambling,275905690
AGTI,Agiliti,Health Information Services,2127420000
AGX,Argan,Engineering & Construction,556085248
AGYS,Agilysys,Software - Application,2126597496
AHCO,AdaptHealth,Medical Devices,1695846620
AHG,Akso Health Group,Credit Services,8508336
AHH,Armada Hoffler Properties,REIT - Diversified,1047534512
AHI,Advanced Human Imaging,Software - Application,10810130
AHRN,Ahren Acquisition,Shell Companies,390747916
AHT,Ashford Hospitality Trust,REIT - Hotel & Motel,119078234
AI,C3.ai,Information Technology Services,3800552700
AIB,AIB Acquisition,Shell Companies,38099555
AIG,American International Group,Insurance - Diversified,36991538947
AIH,Aesthetic Medical International Holdings Group,Medical Care Facilities,52232880
AIHS,Senmiao Technology,Credit Services,6991435
AIM,AIM ImmunoTech,Biotechnology,20194566
AIMAU,Aimfinity Investment I,Shell Companies,107550355
AIMD,Ainos,Biotechnology,18010440
AIN,Albany International,Textile Manufacturing,2788867900
AINC,Ashford,Asset Management,39807023
AIP,Arteris,Semiconductors,162480975
AIR,AAR Corp.,Aerospace & Defense,1915815360
AIRC,Apartment Income REIT,REIT - Residential,5305085025
AIRG,Airgain,Communication Equipment,58201416
AIRI,Air Industries Group,Aerospace & Defense,12537048
AIRS,AirSculpt Technologies,Medical Care Facilities,291514069
AIRT,Air T,Integrated Freight & Logistics,71901330
AIT,Applied Industrial Technologies,Industrial Distribution,5487333352
AIU,Meta Data,Education & Training Services,40204919
AIV,Apartment Investment and Management Company,REIT - Residential,1163417938
AIXI,Xiao-I,Information Technology Services,502086625
AIZ,Assurant,Insurance - Specialty,6287002920
AJG,Arthur J. Gallagher & Co.,Insurance Brokers,41372136046
AJRD,Aerojet Rocketdyne Holdings,Aerospace & Defense,4539706044
AJX,Great Ajax,REIT - Mortgage,155904962
AKA,a.k.a. Brands Holding,Internet Retail,68891160
AKAM,Akamai Technologies,Software - Infrastructure,12172955520
AKAN,Akanda,Drug Manufacturers - Specialty & Generic,3335665
AKBA,Akebia Therapeutics,Biotechnology,106550618
AKLI,Akili,Health Information Services,122618733
AKO.A,Embotelladora Andina,Beverages - Non-Alcoholic,2234942351
AKO.B,Embotelladora Andina,Beverages - Non-Alcoholic,2390094300
AKR,Acadia Realty Trust,REIT - Retail,1442045924
AKRO,Akero Therapeutics,Biotechnology,1792413360
AKTS,Akoustis Technologies,Communication Equipment,221818640
AKTX,"Akari Therapeutics,",Biotechnology,15150412
AKU,Akumin,Diagnostics & Research,60173708
AKYA,Akoya Biosciences,Medical Instruments & Supplies,306735200
AL,Air Lease,Rental & Leasing Services,4316263200
ALAR,Alarum Technologies,Software - Infrastructure,59712660
ALB,Albemarle,Specialty Chemicals,25621620570
ALBT,Avalon GloboCare,Real Estate Services,19496958
ALC,Alcon,Medical Instruments & Supplies,34135838000
ALCC,AltC Acquisition,Shell Companies,650371480
ALCO,Alico,Farm Products,183375694
ALDX,Aldeyra Therapeutics,Biotechnology,575645783
ALE,ALLETE,Utilities - Diversified,3676641780
ALEC,Alector,Biotechnology,516433563
ALEX,Alexander & Baldwin,REIT - Diversified,1372022820
ALG,Alamo Group,Farm & Heavy Construction Machinery,2204854740
ALGM,Allegro MicroSystems,Semiconductors,9165572880
ALGN,Align Technology,Medical Devices,25078383014
ALGS,Aligos Therapeutics,Biotechnology,38302569
ALGT,Allegiant Travel Company,Airlines,1644544275
ALHC,Alignment Healthcare,Healthcare Plans,1267899140
ALIM,Alimera Sciences,Drug Manufacturers - Specialty & Generic,13955890
ALIT,Alight,Software - Application,5043284188
ALK,Alaska Air Group,Airlines,5365001850
ALKS,Alkermes,Biotechnology,4713032401
ALKT,Alkami Technology,Software - Application,1166189770
ALL,The Allstate Corporation,Insurance - Property & Casualty,30085452500
ALLE,Allegion,Security & Protection Services,9319216444
ALLG,Allego,Auto Parts,648656940
ALLK,Allakos,Biotechnology,376144401
ALLO,Allogene Therapeutics,Biotechnology,735489689
ALLR,Allarity Therapeutics,Biotechnology,1714731
ALLT,Allot,Software - Infrastructure,101048580
ALLY,Ally Financial,Credit Services,7628567163
ALNY,Alnylam Pharmaceuticals,Biotechnology,24913091700
ALOR,ALSP Orchid Acquisition Corporation I,Shell Companies,232192565
ALOT,AstroNova,Computer Hardware,102893140
ALPA,Alpha Healthcare Acquisition Corp. III,Shell Companies,200655340
ALPN,Alpine Immune Sciences,Biotechnology,386353321
ALPP,Alpine 4 Holdings,Metal Fabrication,95780156
ALPS,Alpine Summit Energy Partners,Oil & Gas E&P,33159035
ALRM,Alarm.com Holdings,Software - Application,2451275090
ALRN,Aileron Therapeutics,Biotechnology,5540227
ALRS,Alerus Financial,Banks - Regional,322857113
ALSA,Alpha Star Acquisition,Shell Companies,153940750
ALSN,Allison Transmission Holdings,Auto Parts,4175273147
ALT,Altimmune,Biotechnology,217812738
ALTG,Alta Equipment Group,Rental & Leasing Services,491995120
ALTI,Alvarium Tiedemann Holdings,Asset Management,782020928
ALTO,Alto Ingredients,Specialty Chemicals,117225414
ALTR,Altair Engineering,Software - Infrastructure,5703265579
ALTU,Altitude Acquisition,Shell Companies,93371978
ALV,Autoliv,Auto Parts,7970145571
ALVO,Alvotech,Drug Manufacturers - Specialty & Generic,3441506004
ALVR,AlloVir,Biotechnology,364506480
ALX,Alexander's,REIT - Retail,1003633558
ALXO,ALX Oncology Holdings,Biotechnology,188378430
ALYA,Alithya Group,Information Technology Services,185059038
ALZN,Alzamend Neuro,Biotechnology,47255647
AM,Antero Midstream,Oil & Gas Midstream,5111586755
AMAL,Amalgamated Financial,Banks - Regional,559704381
AMAM,Ambrx Biopharma,Biotechnology,447219630
AMAO,American Acquisition Opportunity,Shell Companies,35210493
AMAT,Applied Materials,Semiconductor Equipment & Materials,103374835717
AMBA,Ambarella,Semiconductor Equipment & Materials,2942423848
AMBC,Ambac Financial Group,Insurance - Specialty,689722533
AMBI,Ambipar Emergency Response,Waste Management,461010343
AMBO,Ambow Education Holding,Education & Training Services,7465601
AMBP,Ardagh Metal Packaging,Packaging & Containers,2467984651
AMC,AMC Entertainment Holdings,Entertainment,2623116218
AMCR,Amcor,Packaging & Containers,16789313638
AMCX,AMC Networks,Entertainment,740183152
AMD,Advanced Micro Devices,Semiconductors,155595813765
AME,AMETEK,Specialty Industrial Machinery,33218033096
AMED,Amedisys,Medical Care Facilities,2446828602
AMEH,Apollo Medical Holdings,Medical Care Facilities,1777027200
AMG,Affiliated Managers Group,Asset Management,5030054146
AMGN,Amgen,Drug Manufacturers - General,130525093440
AMH,American Homes 4 Rent,REIT - Residential,13001893220
AMK,AssetMark Financial Holdings,Asset Management,2310846746
AMKR,Amkor Technology,Semiconductors,6335685720
AMLI,American Lithium,Other Industrial Metals & Mining,668395328
AMLX,Amylyx Pharmaceuticals,Biotechnology,1908756204
AMN,AMN Healthcare Services,Medical Care Facilities,3410975184
AMNB,American National Bankshares,Banks - Regional,331183242
AMOT,Allied Motion Technologies,Electronic Components,618482952
AMP,Ameriprise Financial,Asset Management,32243799330
AMPE,Ampio Pharmaceuticals,Biotechnology,3342272
AMPG,AmpliTech Group,Communication Equipment,26151179
AMPH,Amphastar Pharmaceuticals,Drug Manufacturers - Specialty & Generic,1826304984
AMPL,Amplitude,Software - Application,1458850813
AMPS,Altus Power,Utilities - Renewable,844226280
AMPX,Amprius Technologies,Electrical Equipment & Parts,720031917
AMPY,Amplify Energy,Oil & Gas E&P,285684966
AMR,Alpha Metallurgical Resources,Coking Coal,2463234085
AMRC,Ameresco,Engineering & Construction,2462354255
AMRK,A-Mark Precious Metals,Capital Markets,831785500
AMRN,Amarin Corporation,Biotechnology,605112840
AMRS,Amyris,Specialty Chemicals,465140040
AMRX,Amneal Pharmaceuticals,Drug Manufacturers - Specialty & Generic,442877818
AMS,American Shared Hospital Services,Medical Care Facilities,17843700
AMSC,American Superconductor,Specialty Industrial Machinery,138200868
AMSF,AMERISAFE,Insurance - Specialty,938447541
AMST,Amesite,Software - Application,11881458
AMSWA,American Software,Software - Application,416837759
AMT,American Tower,REIT - Specialty,93641413818
AMTB,Amerant Bancorp,Banks - Regional,746331714
AMTD,AMTD IDEA Group,Asset Management,619360000
AMTI,Applied Molecular Transport,Biotechnology,11999426
AMTX,Aemetis,Oil & Gas Refining & Marketing,89064603
AMV,Atlis Motor Vehicles,Auto Parts,16515738
AMWD,American Woodmark,"Furnishings, Fixtures & Appliances",867530895
AMWL,American Well,Health Information Services,641239775
AMX,"América Móvil,",Telecom Services,66433617311
AMYT,Amryt Pharma,Drug Manufacturers - Specialty & Generic,936996279
AMZN,Amazon.com,Internet Retail,1049426002831
AN,AutoNation,Auto & Truck Dealerships,6348275712
ANAB,AnaptysBio,Biotechnology,616995790
ANDE,The Andersons,Food Distribution,1409426577
ANEB,Anebulo Pharmaceuticals,Biotechnology,68699539
ANET,Arista Networks,Computer Hardware,51546502000
ANF,Abercrombie & Fitch Co.,Apparel Retail,1373201730
ANGH,Anghami,Entertainment,43702579
ANGI,Angi Inc.,Internet Content & Information,1115570428
ANGN,Angion Biomedica,Biotechnology,16710370
ANGO,AngioDynamics,Medical Instruments & Supplies,386644908
ANIK,Anika Therapeutics,Medical Devices,421635942
ANIP,ANI Pharmaceuticals,Drug Manufacturers - Specialty & Generic,679086024
ANIX,Anixa Biosciences,Biotechnology,145347030
ANNX,Annexon,Biotechnology,199448535
ANPC,AnPac Bio-Medical Science Co.,Biotechnology,8504131
ANSS,ANSYS,Software - Application,28595445898
ANTE,AirNet Technology,Telecom Services,14456362
ANTX,AN2 Therapeutics,Biotechnology,192280757
ANVS,Annovis Bio,Biotechnology,98701793
ANY,Sphere 3D,Software - Application,25263350
ANZU,Anzu Special Acquisition Corp I,Shell Companies,530718770
AOGO,Arogo Capital Acquisition,Shell Companies,133881874
AOMR,Angel Oak Mortgage,REIT - Mortgage,185195722
AON,Aon plc,Insurance Brokers,65046425360
AORT,Artivion,Medical Devices,518310792
AOS,A. O. Smith,Specialty Industrial Machinery,10390498920
AOSL,Alpha and Omega Semiconductor,Semiconductors,737484735
AOUT,American Outdoor Brands,Leisure,125016752
AP,Ampco-Pittsburgh,Metal Fabrication,56852255
APA,APA Corporation,Oil & Gas E&P,12189357286
APAC,StoneBridge Acquisition,Shell Companies,211100000
APAM,Artisan Partners Asset Management,Asset Management,2149198276
APCA,AP Acquisition,Shell Companies,227268750
APCX,AppTech Payments,Software - Infrastructure,27840895
APD,Air Products and Chemicals,Specialty Chemicals,64190872632
APDN,Applied DNA Sciences,Diagnostics & Research,14328435
APEI,American Public Education,Education & Training Services,102005088
APEN,Apollo Endosurgery,Medical Devices,475492000
APG,APi Group,Engineering & Construction,5258319361
APGB,Apollo Strategic Growth Capital II,Shell Companies,883200020
APGN,Apexigen,Biotechnology,12246925
APH,Amphenol,Electronic Components,48293817450
API,Agora,Software - Application,427563960
APLD,Applied Blockchain,Capital Markets,222014614
APLE,Apple Hospitality REIT,REIT - Hotel & Motel,3546578640
APLM,Apollomics,Shell Companies,136206000
APLS,Apellis Pharmaceuticals,Biotechnology,8533793880
APLT,Applied Therapeutics,Biotechnology,38346539
APM,Aptorum Group,Biotechnology,9035996
APMI,AxonPrime Infrastructure Acquisition,Shell Companies,189562490
APO,Apollo Global Management,Asset Management,37440000000
APOG,Apogee Enterprises,Building Products & Equipment,971858125
APP,AppLovin,Software - Application,5958459363
APPF,AppFolio,Software - Application,4516188399
APPH,AppHarvest,Farm Products,94420330
